,Run_Date,Master_BOL,Voyage__,Bill_Type,Carrier_Code,IMO__,Vessel_Name,Arrival_Date,US_Port_of_Unlading,Foreign_Port_of_Lading,Place_of_Receipt,Quantity,Weight__kg_,Shipper,Shipper_Address,Consignee,Consignee_Address,Commodity,Commodity_cleaned,Category,Country_Consignee,Country_Shipper,Consignee_Category,YearMonth
15477,2024-02-05,SMLU7923978A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,808 BOX",24626,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5808 CAJAS CON MANGOS FRESCOS HS CODE 080450 P.A 08.04.50.20.00 THERMOGRAPHS 7330275 - 7276372 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15478,2024-02-05,SMLU7923977A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,600 BOX",23940,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5600 CAJAS CON MANGO FRESCO HS CODE 080450 P.A 08.04.50.20.00 THERMOGRAPHS 7330665 - 7330303 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15479,2024-02-05,SMLU7923979A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",24420,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6620292 - 6620286 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15480,2024-02-05,SMLU7923980A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,030 BOX",23590,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5030 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 7330667 - 7330302 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15481,2024-02-05,SMLU7927354A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,600 BOX",23870,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5600 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 7276338 - 7330660 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15482,2024-02-05,SMLU7923981A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,600 BOX",23710,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5600 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 7330664 - 7330642 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15483,2024-02-05,SMLU7921852A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,320 BOX",19370,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4320 CAJAS CON ARANDANO FRESCO HS CODE 081040 P.A 08.10.40.00.00 THERMOGRAPHS 7352292 - 7356217 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2024-02
15484,2024-02-05,SMLU7921849A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"6,240 BOX",16820,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 6240 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 7290561 7290644 TEMPERATURA - 0.5 C COLD TREATMENT,blueberries,Fruit,USA,Colombia,USA/EU,2024-02
15485,2024-02-05,SMLU7921843A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,320 BOX",19025,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4320 CAJAS CON ARANDANO FRESCO HS CODE 081040 P.A 08.10.40.00.00 THERMOGRAPHS 7290316 - 7290545 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2024-02
15486,2024-02-05,SMLU7921848A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"6,240 BOX",16920,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 6240 CAJAS CON ARANDANO FRESCO HS CODE 081040 P.A 08.10.40.00.00 THERMOGRAPHS 7290569 - 7290668 TEMPERATURA -0.5 C AC STARCOOL (12%CO2+8%O2),blueberries,Fruit,USA,Colombia,USA/EU,2024-02
15487,2024-02-05,SMLU7921850A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",17968,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANO FRESCO HS CODE 081040 P.A 08.10.40.00.00 THERMOGRAPHS 7356356 -7356360 TEMPERATURA -0.5 C VENTILATION CERRADO,blueberries,Fruit,USA,Colombia,USA/EU,2024-02
15488,2024-02-05,SMLU7921851A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,320 BOX",19068,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4320 CAJAS CON ARANDANO FRESCO HS CODE 081040 P.A 08.10.40.00.00 THERMOGRAPHS 6370435 - 6370529 TEMPERATURA -0.5 C VENTILATION CERRADO,blueberries,Fruit,USA,Colombia,USA/EU,2024-02
15489,2024-02-05,SMLU7923971A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",24940,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGO FRESCO HS CODE 080450 P.A 08.04.50.20.00 THERMOGRAPHS 6445537 - 6620296 TEMPERATURA 8 C VENTILATION CERRADO,mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15490,2024-02-05,SMLU7923973A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",24780,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGO FRESCO HS CODE 080450 P.A 08.04.50.20.00 THERMOGRAPHS 6620289 - 6620295 TEMPERATURA 8 C AC (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15491,2024-02-05,SMLU7923974A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,808 BOX",25620,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5808 CAJAS CON MANGO FRESCO HS CODE 080450 P.A 08.04.50.20.00 THERMOGRAPHS 7318033 - 7319438 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15492,2024-02-05,SMLU7923976A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,520 BOX",23404,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5520 CAJAS CON MANGO FRESCO HS CODE 080450 P.A 08.04.50.20.00 THERMOGRAPHS 7317418 7319523 TEMPERATURA 8 C AC (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15493,2024-02-05,SMLU7923975A,116,Regular Bill,SMLU,0.0,ARSOS,2024-02-03,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,808 BOX",25560,CAMPOSOL SA,"AV EL DERBY NRO 250 INT 401 URB EL DERBY (PISO 4 TOR 2) SANTIAGO DE SURCO, LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5808 CAJAS CON MANGO FRESCO HS CODE 080450 P.A 08.04.50.20.00 THERMOGRAPHS 7318043 - 7319524 TEMPERATURA 8 C DAIKIN O STARCOOL (12%CO2+10%O2),mangoes,Fruit,USA,Colombia,USA/EU,2024-02
15494,2019-11-26,SEAUSLN285776,945N,Regular Bill,SEAU,9383247.0,SEALAND PHILADELPHIA,2019-11-25,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"1,700 BOX",15266,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,1700 BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS H S CODE 08.06.10 P.A. 08.06.10 .00.00 TERMOGRAPHS: 5233970 / 5233966 TEMPERATURE: -0.5 C COLD TREATMENT VENTILATION: CLOSED SE EMBARCA UVAS FRESC,grapes,Fruit,USA,Colombia,USA/EU,2019-11
15495,2019-11-26,SEAUSLN275908,945N,Regular Bill,SEAU,9383247.0,SEALAND PHILADELPHIA,2019-11-25,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"1,700 BOX",15946,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,1700 BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS H S CODE 08.06.10 P.A. 08.06.10 .00.00 TERMOGRAPHS: 5233926 / 5233928 TEMPERATURE: -0.5 C COLD TREATMENT VENTILATION: CLOSED SE EMBARCA UVAS FRESCA,grapes,Fruit,USA,Colombia,USA/EU,2019-11
15496,2019-11-26,SEAUSLN275911,945N,Regular Bill,SEAU,9383247.0,SEALAND PHILADELPHIA,2019-11-25,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"1,700 BOX",15266,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,1700 BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS H S CODE 08.06.10 P.A. 08.06.10 .00.00 TERMOGRAPHS: 5233902 / 5233914 TEMPERATURE: -0.5 C COLD TREATMENT VENTILATION: CLOSED SE EMBARCA UVAS FRESC,grapes,Fruit,USA,Colombia,USA/EU,2019-11
15497,2019-11-20,SEAUSLN284730,944N,Regular Bill,SEAU,9376012.0,SEALAND BALBOA,2019-11-19,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"1,700 BOX",15266,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,1700 BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS H S CODE 08.06.10 P.A. 08.06.10 .00.00 TERMOGRAPHS: 5121589 / 5121419 TEMPERATURE: -0.5 C COLD TREATMENT VENTILATION: CLOSED SE EMBARCA UVAS FRES,grapes,Fruit,USA,Colombia,USA/EU,2019-11
15498,2019-11-20,SEAUSLN274823,944N,Regular Bill,SEAU,9376012.0,SEALAND BALBOA,2019-11-19,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"1,700 BOX",15266,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,1700 BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS H S CODE 08.06.10 P.A. 08.06.10 .00.00 TERMOGRAPHS: 5121456 / 5121659 TEMPERATURE: -0.5 C COLD TREATMENT VENTILATION: CLOSED SE EMBARCA UVAS FRESCA,grapes,Fruit,USA,Colombia,USA/EU,2019-11
15499,2019-11-20,SEAUSLN274821,944N,Regular Bill,SEAU,9376012.0,SEALAND BALBOA,2019-11-19,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"1,700 BOX",15266,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,1700 BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS H S CODE 08.06.10 P.A. 08.06.10 .00.00 TERMOGRAPHS: 5122143 / 5121704 TEMPERATURE: -0.5 C COLD TREATMENT VENTILATION: CLOSED SE EMBARCA UVAS FRES,grapes,Fruit,USA,Colombia,USA/EU,2019-11
15500,2019-11-14,SEAUSLN274538,943N,Regular Bill,SEAU,9383235.0,SEALAND LOS ANGELES,2019-11-13,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"1,700 BOX",15266,CAMPOSOL S.A.,"RUC: 20340584237 AV. EL DERBY 250, PISO 4 URB. EL DE",CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,1700 BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS H S CODE 08.06.10 P.A. 08.06.10 .00.00 TERMOGRAPHS:5238052-53 36158 TEMPERATURE:- 0.5 C COLD TREATMENT SE EMBARCA U VAS FRESCAS EN 20 PALLETS CHEP,grapes,Fruit,USA,Germany,USA/EU,2019-11
15545,2019-03-05,SEAUSLN156097,907N,Regular Bill,SEAU,9383259.0,SEALAND GUAYAQUIL,2019-03-04,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"2,300 BOX",17595,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,2300 BOXES WITH FRESH BLUEBER RIES CAJAS CON ARANDANOS FRES COS HS CODE: 08.10.40 P.A. 0 8.10.40.00.00 THERMOGRAPHS: 4 607775 / 4607780 TEMPERATURE: -0.80 C CO2: 12% O2: 8% C OLD TREATMENT FREIGHT PREP,blueberries,Fruit,USA,Colombia,USA/EU,2019-03
15546,2019-03-05,SEAUSLN156095,907N,Regular Bill,SEAU,9383259.0,SEALAND GUAYAQUIL,2019-03-04,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"2,300 BOX",17595,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO,CAMPOSOL FRESH USA,5555 ANGLERS AVENUE - 33312 FORT LAUDERDALE EEUU USA,2300 BOXES WITH FRESH BLUEBER RIES CAJAS CON ARANDANOS FRES COS HS CODE: 08.10.40 P.A. 0 8.10.40.00.00 THERMOGRAPHS: 4 410104 / 4223390 TEMPERATURE: -0.80 C CO2: 12% O2: 8% VEN TILATION: CLOSED COLD TREATME,blueberries,Fruit,USA,Colombia,USA/EU,2019-03
16099,2022-09-19,SGNV427CLL204039,2208,Regular Bill,SGNV,9202857.0,EMERALD,2022-09-18,"WILMINGTON, DELAWARE",CALLAO PERU,CALLAO PERU,"4,080 UNT",19241,CAMPOSOL SA,"RUC 20340584237 AV. EL DERBY 250, URB. EL DERBY DE MONTERRICO SULLANA, LIMA 20100 PE",CAMPOSOL FRESH USA INC,"5555 ANGLERS AVENUE, SUITE 10 FORT LAUDERDALE FL33312 US",4080 BOXES WITH FRESH BLUEBERRIES 4080 CAJAS 081040 TEMPERATURA -0.5 C TECNOLOGIA AC ST ARCOOL (12 CO2+8 O2) VENTILACION CE,blueberries,Fruit,USA,Colombia,USA/EU,2022-09
16100,2022-09-19,SGNV427CLL204038,2208,Regular Bill,SGNV,9202857.0,EMERALD,2022-09-18,"WILMINGTON, DELAWARE",CALLAO PERU,CALLAO PERU,"4,080 UNT",19241,CAMPOSOL SA,"RUC 20340584237 AV. EL DERBY 250, URB. EL DERBY DE MONTERRICO SULLANA, LIMA 20100 PE",CAMPOSOL FRESH USA INC,"5555 ANGLERS AVENUE, SUITE 10 FORT LAUDERDALE FL33312 US",4080 BOXES WITH FRESH BLUEBERRIES 4080 CAJAS 081040 TEMPERATURA -0.5 C TECNOLOGIA AC SE ACARE (12 CO2+8 O2) VENTILACION CER,blueberries,Fruit,USA,Colombia,USA/EU,2022-09
16269,2020-02-14,SMLU5967558A,186,Regular Bill,SMLU,9395068.0,AS FEDERICA,2020-02-13,"MIAMI, FLORIDA",PAITA PERU,PAITA,"5,040 BOX",21369,CAMPOSOL SA,"AV EL DERBY #250 SANTIAGO DE SURCO LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 20 FORT LAUDERDALE FL 33312-6657 USA,BOXES FRESH MANGOES MANGOS FRESCOS TERMOGRAPHS 5138368 5138365 HS CODE 080450 P.A. 08.04.50.20.00 TEMPERATURE 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2020-02
16270,2020-02-14,SMLU5967557A,186,Regular Bill,SMLU,9395068.0,AS FEDERICA,2020-02-13,"MIAMI, FLORIDA",PAITA PERU,PAITA,"5,040 BOX",21369,CAMPOSOL SA,"AV EL DERBY #250 SANTIAGO DE SURCO LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 20 FORT LAUDERDALE FL 33312-6657 USA,BOXES FRESH MANGOES MANGOS FRESCOS TERMOGRAPHS 5138333 5138364 HS CODE 080450 P.A. 08.04.50.20.00 TEMPERATURE 7 C,mangoes,Fruit,USA,Colombia,USA/EU,2020-02
16271,2020-01-04,SMLU5923758A,41,Regular Bill,SMLU,9430064.0,REGULA,2020-01-03,"MIAMI, FLORIDA",PAITA PERU,PAITA,"5,040 BOX",21420,CAMPOSOL SA,"AV EL DERBY #250 SANTIAGO DE SURCO LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 20 FORT LAUDERDALE FL 33312-6657 USA,BOXES FRESH MANGOES MANGO FRESCO TERMOGRAPHS 5194291 5194329 HS CODE 080450 PA 08.04.50.20.00 TEMPERATURA 9.0 C,mangoes,Fruit,USA,Colombia,USA/EU,2020-01
16272,2022-09-19,SGNV427CLL204040,2208,Regular Bill,SGNV,9202857.0,EMERALD,2022-09-18,"WILMINGTON, DELAWARE",CALLAO PERU,CALLAO PERU,"4,080 UNT",19241,CAMPOSOL SA,"RUC 20340584237 AV. EL DERBY 250, URB. EL DERBY DE MONTERRICO SULLANA, LIMA 20100 PE",CAMPOSOL FRESH USA INC,"5555 ANGLERS AVENUE, SUITE 10 FORT LAUDERDALE FL 33312 US",4080 BOXES WITH FRESH BLUEBERRIES 4080 CAJAS 081040 TEMPERATURA -0.5 C TECNOLOGIA AC ST ARCOOL (12 CO2+8 O2) VENTILACION CE,blueberries,Fruit,USA,Colombia,USA/EU,2022-09
17153,2019-03-12,SEAUSLN158692,908N,Regular Bill,SEAU,9383235.0,SEALAND LOS ANGELES,2019-03-11,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"6,000 BOX",15300,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO,GOURMET TRADING COMPANY,"2580 SANTA FE AVE REDONDO BEACH, CA 90278 CONTACT: SCOTT HULSEY",6000 BOXES WITH FRESH BLUEBER RIES CAJAS CON ARANDANOS FRES COS HS CODE: 08.10.40 P.A. 0 8.10.40.00.00 THERMOGRAPHS: 4 556963 / 4585066 TEMPERATURE: -0.80 C CO2: 12% O2: 8% C OLD TREATMENT FREIGHT PREPAI,blueberries,Fruit,USA,Colombia,USA/EU,2019-03
17154,2019-03-05,SEAUSLN148707,907N,Regular Bill,SEAU,9383259.0,SEALAND GUAYAQUIL,2019-03-04,"LOS ANGELES, CALIFORNIA",PAITA PERU,PAITA,"6,000 BOX",15300,CAMPOSOL S.A.,RUC: 20340584237 AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO,GOURMET TRADING COMPANY,"2580 SANTA FE AVE REDONDO BEACH, CA 90278 CONTACT: SCOTT HULSEY",6000 BOXES WITH FRESH BLUEBER RIES CAJAS CON ARANDANOS FRES COS HS CODE: 08.10.40 P.A. 0 8.10.40.00.00 THERMOGRAPHS: 4 410124 / 4435539 TEMPERATURE: -0.80 C CO2: 12% O2: 8% C OLD TREATMENT FREIGHT PREP,blueberries,Fruit,USA,Colombia,USA/EU,2019-03
17165,2022-10-01,SGNV426CLL205032,2209,Regular Bill,SGNV,9202869.0,ELVIRA,2022-09-28,"WILMINGTON, DELAWARE",CALLAO PERU,CALLAO PERU,"4,080 UNT",18607,CAMPOSOL S.A.,"AV. EL DERBY 250, PISO 4 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO 20100 PE",CAMPOSOL FRESH USA INC,"5555 ANGLERS AVENUE, SUITE 10, FORT FORT LAUDERDALE FL 33315 US",4080 BOXES WITH FRESH BLUEBERRIES 4080 CAJAS 081040 TEMPERATURA 0.5 C TECNOLOGIA AC STA RCOOL (12 CO2+8 O2) VENTILACION CE,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
17166,2022-10-01,SGNV426CLL205031,2209,Regular Bill,SGNV,9202869.0,ELVIRA,2022-09-28,"WILMINGTON, DELAWARE",CALLAO PERU,CALLAO PERU,"4,640 UNT",16622,CAMPOSOL S.A.,"AV. EL DERBY 250, PISO 4 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO 20100 PE",CAMPOSOL FRESH USA INC,"5555 ANGLERS AVENUE, SUITE 10, FORT FORT LAUDERDALE FL 33315 US",4640 BOXES WITH FRESH BLUEBERRIES 4640 CAJAS 081040 TEMPERATURA 0.5 C TECNOLOGIA AC STA RCOOL (12 CO2+8 O2) VENTILACION CE,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
17167,2022-10-01,SGNV426CLL205030,2209,Regular Bill,SGNV,9202869.0,ELVIRA,2022-09-28,"WILMINGTON, DELAWARE",CALLAO PERU,CALLAO PERU,"4,080 UNT",17972,CAMPOSOL S.A.,"AV. EL DERBY 250, PISO 4 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO 20100 PE",CAMPOSOL FRESH USA INC,"5555 ANGLERS AVENUE, SUITE 10, FORT FORT LAUDERDALE FL 33315 US",4080 BOXES WITH FRESH BLUEBERRIES 4080 CAJAS 081040 TEMPERATURA 0.5 C TECNOLOGIA AC STA RCOOL (12 CO2+8 O2) VENTILACION CE,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
